id,type,product_name,is_public,slug,percent_complete,star_rating,title,love,hate,verified_current_user,is_business_partner,review_source,votes_up,votes_down,votes_total,user_id,user_name,user_image_url,country_name,regions,submitted_at,updated_at,moderated_at,product_id,reference_user_consent
199488,survey_responses,G2 Marketing Solutions,True,g2-marketing-solutions-review-199488,0.9444444444444444,5.0,Advocately has driven amazing results for our business,"The support, and the experience the Advocately founders bring in having done exactly what Advocately promises for a SaaS business just like ours. The offering is spot on, and simply works. ","Nothing at all. It's all good, an outstanding offering.",True,True,"Organic review. This review was written entirely without invitation or incentive from G2, a seller, or an affiliate.",0,0,0,c7d6e0f3-641a-467c-be61-4005ee98b534,Michael McGee,https://media-exp1.licdn.com/dms/image/C5103AQHyO4Iskas_0g/profile-displayphoto-shrink_100_100/0?e=1611792000&v=beta&t=FnIvZeSlYB2yXYPUDmqVRE3Yw5gbxG-qWv--yuwqL30,Australia,Unknown,2016-11-24T18:35:03.987-06:00,2016-11-24T18:35:04.015-06:00,2016-11-25T15:21:03.338-06:00,a7d324a4-06eb-4be2-ad8e-65938bce5fd5,unanswered
199954,survey_responses,G2 Marketing Solutions,True,g2-marketing-solutions-review-199954,0.9444444444444444,5.0,Advocately has changed how we take reviews!,"I used to go through a lot of steps to get reviews. I was probably spending 5-6 hours a month to get reviews. There were so many manual steps and we would barely get any reviews out of it. It always felt worth it because our Brand and reputation is very important to us. Now, with Advocately, I just set up campaigns and they take care of the rest. We initially tested it out on 40 users and within that we produced 20 reviews!!!!! The same subset of users would probably would have produced 2 or 3 reviews within my old process. 

Also, the support has been amazing! Patrick has extremely helpful at setting us up and guiding us through the onboarding process. He has been very flexible in the hours he has helped and I've always very quickly got a response to questions. ","It's a newer product, so I feel like initially there's a bit more hand holding to get onboarded on the product. Saying that, the support was amazing and Patrick helped me get fully up and running very quickly. ",True,True,"Organic review. This review was written entirely without invitation or incentive from G2, a seller, or an affiliate.",0,0,0,ab9623f1-b6c3-4bde-a6d9-21fed0129ee7,Justine Burns,https://media.licdn.com/mpr/mprx/0_0eo-q-Cn-9wGT3C7vJY-Jq4nPbWxGh17zeY-A6DnnrcOGrGxxuYyp_fnzlYxCPmfJuypV6h90qHYTX2aKRfap63VsqH0TXQ7zRfAcFqclzjPw-g1MEMxBPV6VT-fHXAYyZwOKJOa74u,Canada,Unknown,2016-11-28T10:25:12.030-06:00,2016-11-28T10:25:12.053-06:00,2016-11-29T15:46:13.371-06:00,a7d324a4-06eb-4be2-ad8e-65938bce5fd5,unanswered
201553,survey_responses,G2 Marketing Solutions,True,g2-marketing-solutions-review-201553,0.7727272727272727,5.0,Love the product!,Advocately is very easy to use and we’ve received outstanding support from their team. It helped us understand our customer’s requirements better. We were able to see results in just a few months! ,Haven't had a bad experience so far.  :),False,True,"Organic review. This review was written entirely without invitation or incentive from G2, a seller, or an affiliate.",0,0,0,3cb17f17-78dd-42b1-999c-588f9cd55aad,Charanya Rengarajan,https://media.licdn.com/dms/image/C4E03AQF3Nx3uA3o_ww/profile-displayphoto-shrink_100_100/0?e=1534377600&v=beta&t=g-fwQtlC7OpbdpviD0RZRZ9AL1NoneaIFoV19_Vb7x4,India,Unknown,2016-11-30T05:57:43.315-06:00,2016-11-30T05:57:43.364-06:00,2016-11-30T17:51:12.684-06:00,a7d324a4-06eb-4be2-ad8e-65938bce5fd5,unanswered
202787,survey_responses,G2 Marketing Solutions,True,g2-marketing-solutions-review-202787,0.9090909090909091,5.0,New to advocate marketing but am now a believer,"At Saleswhale, we are new to NPS and getting customer reviews on G2 Crowd. At first, I was concerned that it was going to be hard to get all these up and running manually, but Advocately has made getting setup a breeze for us.

And within the first day of getting setup on Advocately, we ran our first NPS survey, got dozens of responses, which Advocately then automatically reached out to - and we got our first 5 star review on that day itself.

Support from Patrick has been top-notch, and he was very patient and helpful in walking us through the entire process from start to finish.","I was about to say lack of Slack integration until Patrick showed me that they have built it in, and got us integrated. They move fast on the product and engineering side - and I look forward to seeing more features from the Advocately team.",True,True,"Organic review. This review was written entirely without invitation or incentive from G2, a seller, or an affiliate.",0,0,0,c1af7dee-e019-4805-a620-d1263bf89094,Gabriel Lim,https://images.g2crowd.com/uploads/avatar/image/261000/thumb_square_1233d866bb002dff47052edd6eb528b9.jpeg,Singapore,Unknown,2016-12-01T09:22:54.538-06:00,2016-12-01T09:22:54.575-06:00,2016-12-17T06:43:26.688-06:00,a7d324a4-06eb-4be2-ad8e-65938bce5fd5,unanswered
276255,survey_responses,G2 Marketing Solutions,True,g2-marketing-solutions-review-276255,0.8095238095238095,5.0,Valuable Resource for Sales,"Tells you what categories a company falls into, who they're competitors are, and what it's strengths/weaknesses are in the market place by way of customer reviews as well as their own analysis.",What they consider 'Midmarket' seems too small to me. Think this could be changed or made more granular.,False,True,"Organic review. This review was written entirely without invitation or incentive from G2, a seller, or an affiliate.",0,0,0,50924993-d3c1-449d-afd3-3906399f7e79,Travis Bishop,https://media.licdn.com/dms/image/C5603AQFiJY77EsX03w/profile-displayphoto-shrink_100_100/0?e=1536796800&v=beta&t=SsDoX9c1i2geq468HnYPuHoAyri54FXfh4FK3ZbXGwA,United States,Unknown,2017-04-25T14:53:30.117-05:00,2017-04-25T14:53:30.173-05:00,2017-04-27T15:44:10.070-05:00,a7d324a4-06eb-4be2-ad8e-65938bce5fd5,unanswered
277667,survey_responses,G2 Marketing Solutions,True,g2-marketing-solutions-review-277667,1.0,5.0,G2Crowd knows what's good,"G2Crowd is a great resource in understanding comparative reviews when it comes to understanding customer satisfaction, competitor analysis and the benefits to using certain solutions.",I can't say that I dislike anything in particular,False,True,"Organic review. This review was written entirely without invitation or incentive from G2, a seller, or an affiliate.",0,0,0,8d8edc3b-ecc0-4c73-b493-8ce1cf57df39,Justin Mukai,https://media.licdn.com/dms/image/C4E03AQE5ty65cqYbOQ/profile-displayphoto-shrink_100_100/0?e=1572480000&v=beta&t=KBOaGmkRwlOzbfElSblJ7j0mNggWBKAhguoQpz0oaaw,United States,Unknown,2017-04-26T13:16:39.064-05:00,2017-04-26T13:16:39.107-05:00,2017-04-29T13:32:44.416-05:00,a7d324a4-06eb-4be2-ad8e-65938bce5fd5,unanswered
277668,survey_responses,G2 Marketing Solutions,False,g2-marketing-solutions-review-277668,0.9047619047619048,5.0,I love G2Crowd,"G2Crowd enables us to be able to show how well our product works, how customers view us and close more deals because of it.",I have no complaints when it comes to using G2crowd.,False,True,"Organic review. This review was written entirely without invitation or incentive from G2, a seller, or an affiliate.",0,0,0,,Verified User in Internet,icons/anonymous-avatar-purple.svg,,Unknown,2017-04-26T13:14:20.860-05:00,2017-04-26T13:14:20.925-05:00,2017-04-29T13:33:02.294-05:00,a7d324a4-06eb-4be2-ad8e-65938bce5fd5,unanswered
277669,survey_responses,G2 Marketing Solutions,False,g2-marketing-solutions-review-277669,0.8571428571428571,4.5,Providing Customer input - better sales engagement`,"G2 crowd has allowed us to let our customers speak directly to our customers. As a sales person, I don't want to constantly be bogging down my customers with asking them to give a reference for prospects who aren't far into the sales funnel. G2 crowd allows me to provide referrals to prospects, without having to annoy my customers, before my prospects are fully qualified. I also love the full transparency required by G2, as my customers can trust that the information they are getting is trustworthy.","Sometimes it sucks when a customer leaves some negative information, but with that it allows us to understand what we need to work on in order to improve. ",False,True,"Organic review. This review was written entirely without invitation or incentive from G2, a seller, or an affiliate.",0,0,0,,Verified User in Internet,icons/anonymous-avatar-blue.svg,,Unknown,2017-04-26T13:20:09.192-05:00,2017-04-26T13:20:09.279-05:00,2017-04-29T13:32:13.882-05:00,a7d324a4-06eb-4be2-ad8e-65938bce5fd5,unanswered
280373,survey_responses,G2 Marketing Solutions,True,g2-marketing-solutions-review-280373,0.9523809523809523,4.5,"Useful, relevant, validated user reviews","The reviews, especially the fact they include 'what do you dislike' as well as 'what do you like'.  It gives a much more rounded picture.  The grids are useful, so too the ability to run grids based on user segment.  I also like the side-by-side comparisons.","I like the category grids but there are some where I question the validity of certain vendors to appear in them.  I have some questions around the market presence algorithm but can understand why it needs to remain secret.  Finally, I think some of the reports - especially around usability and ease of set-up - currently mitigate against larger vendors with more sophisticated solutions; these feel a little unfair.",True,True,G2 Gives Campaign. This reviewer was offered a donation to a charitable cause in their name as thanks for completing this review.,0,0,0,82707693-32ac-4ed7-ab02-4e56a7a245e7,Graham Russell,https://media-exp1.licdn.com/dms/image/C4E03AQEg1VfQiXHOwQ/profile-displayphoto-shrink_100_100/0/1523489800459?e=1655337600&v=beta&t=PtuoL9N81QxDvxFzhvSog5NgQC1p9A6HgEcV2Rgp7Gk,United Kingdom,Unknown,2017-04-28T08:08:09.784-05:00,2017-04-28T08:08:09.829-05:00,2017-05-01T09:07:02.564-05:00,a7d324a4-06eb-4be2-ad8e-65938bce5fd5,unanswered
288758,survey_responses,G2 Marketing Solutions,True,g2-marketing-solutions-review-288758,0.918918918918919,5.0,Awesome tool to collect your product reviews! ,"Easy to setup, Best Support and good pricing!  ",Nothing as such. Started using this tool a month and feeling really good about the way it has brought in reviews. ,True,True,Invitation from G2. This reviewer was offered a nominal gift card as thank you for completing this review.,0,0,0,99d61eab-1596-40a0-94ff-d4753d036b1e,Gautham Ramakrishnan,https://images.g2crowd.com/uploads/avatar/image/610342/thumb_square_64335e4940c3ea1aa0e5c10266e3b14c.jpeg,India,Unknown,2017-05-09T23:14:35.723-05:00,2017-05-09T23:14:35.755-05:00,2017-05-12T13:42:18.004-05:00,a7d324a4-06eb-4be2-ad8e-65938bce5fd5,unanswered
289187,survey_responses,G2 Marketing Solutions,False,g2-marketing-solutions-review-289187,0.8571428571428571,5.0,G2Crowd is a MUST for your Customer Success Team,"G2Crowd's platform is a great way to drive advocacy from your customers. Asking clients to review your product is a sure way to know how they actually feel about you, and in return you're empowering sales with a easy way to reach our for references pre-sales.",I wish it was less of a burden for my customers to fill out a review.,True,True,"Organic review. This review was written entirely without invitation or incentive from G2, a seller, or an affiliate.",0,0,0,,Verified User in Computer Software,icons/anonymous-avatar-teal.svg,,Unknown,2017-05-10T10:30:54.134-05:00,2017-05-10T10:30:54.191-05:00,2017-05-11T16:00:39.857-05:00,a7d324a4-06eb-4be2-ad8e-65938bce5fd5,unanswered
293991,survey_responses,G2 Marketing Solutions,True,g2-marketing-solutions-review-293991,0.6774193548387096,5.0,Helpful and Thorough,"This is my second time working with G2 and I'm impressed by recent enhancements to the platform, particularly the buyer intent activity data and the intuitiveness of the backend. Our sales team is really excited to find accounts with potential need for our solution that they wouldn't necessarily have uncovered otherwise.

I also appreciate the G2 team, they are easy to work with, helpful, thorough, and dedicated to making sure we get the most out of our investment.",Nothing major at this time! I have been happy so far with our experience with G2.,True,True,G2 Gives Campaign. This reviewer was offered a donation to a charitable cause in their name as thanks for completing this review.,0,0,0,bc3dabfc-3db8-40f9-b76e-fa8d48c6c279,Brooke Furry,https://media-exp1.licdn.com/dms/image/C5603AQEW3hjmtjqIiQ/profile-displayphoto-shrink_100_100/0?e=1608768000&v=beta&t=EknRznGBBSh3Tb6w5bQVk78pZf6A9VgVTNn5Jyw33_w,United States,Unknown,2017-05-17T11:27:33.451-05:00,2019-10-17T07:20:12.885-05:00,2019-10-17T07:26:26.089-05:00,a7d324a4-06eb-4be2-ad8e-65938bce5fd5,accepted
296992,survey_responses,G2 Marketing Solutions,True,g2-marketing-solutions-review-296992,1.0,5.0,A great investment to build trust and credibility,I like how easy it is to run reviews campaigns and leverage the tools in your listing to market you business. Have our listings on G2 Crowd has helped us tremendously in building trust and credibility with out prospects and close more business.,I really can't think of anything I dislike about G2 Crowd. ,True,True,Invitation from a seller or affiliate. This reviewer was not provided any incentive by G2 for completing this review.,0,0,0,895e99b9-2e9f-45ab-b77b-b2fd5a3cb850,"Rachel Maner, CDMP",https://images.g2crowd.com/uploads/avatar/image/379/thumb_square_8033cbf18f71e2ee97878f58e59886cb.png,United States,Unknown,2017-05-23T10:49:05.245-05:00,2017-05-23T10:49:05.301-05:00,2017-05-23T14:19:31.797-05:00,a7d324a4-06eb-4be2-ad8e-65938bce5fd5,unanswered
297223,survey_responses,G2 Marketing Solutions,False,g2-marketing-solutions-review-297223,0.7352941176470589,4.5,Extremely Responsive,Gina Carr goes the extra mile . She is a huge help and a pleasure to work with. There is a real commitment on her part to help her clients succeed, It takes a lot of work to get your product profile set up on the site. There is a lot of information to complete and it can be a bit confusing. ,False,True,Invitation from a seller or affiliate. This reviewer was not provided any incentive by G2 for completing this review.,0,0,0,,Verified User in Marketing and Advertising,icons/anonymous-avatar-teal.svg,,Unknown,2017-05-23T13:58:55.103-05:00,2017-05-23T13:58:55.151-05:00,2017-05-23T14:33:23.345-05:00,a7d324a4-06eb-4be2-ad8e-65938bce5fd5,unanswered
297239,survey_responses,G2 Marketing Solutions,False,g2-marketing-solutions-review-297239,0.7428571428571429,2.5,Decent Experience,We've received decent service pretty consistently. The online platform is easy enough to work through. Leads are just okay.,The LinkedIn log in is pretty hard to work with.,True,True,Invitation from a seller or affiliate. This reviewer was not provided any incentive by G2 for completing this review.,0,0,0,,Verified User in Computer Software,icons/anonymous-avatar-teal.svg,,Unknown,2017-05-23T14:05:25.764-05:00,2017-05-23T14:05:25.809-05:00,2017-05-23T14:07:05.149-05:00,a7d324a4-06eb-4be2-ad8e-65938bce5fd5,unanswered
